--- RESUMEN GENERAL ---
id,1
start_time,2026-08-10 18:10:36
end_time,2026-08-10 18:10:39
peak_viewers,0
avg_viewers_sum,0
avg_viewers_count,1
total_likes,0
total_messages,0
total_rounds,0
unique_participants_count,0
fxp_distributed,0.0
duration_secs,3

