--- HISTORIAL COMPLETO DE SESIONES ---
ID,Inicio,Fin,Rondas,Max Viewers,Avg Viewers,Participantes,FXP,Duracion (seg)
1,2026-08-10 18:10:36,2026-08-10 18:10:39,0,0,0.0,0,0.0,3
